,vmcreated,vmdeleted,lifetime,profile,node,core
597,2289300,2291400,0.5833333333333334,8,2,4
598,2267100,2291400,6.75,5,3,1
599,2290800,2326200,9.833333333333334,1,1,1
600,2290800,2291100,0.08333333333333333,7,3,2
601,2293200,2415600,34.0,4,2,1
602,2291100,2291400,0.08333333333333333,8,2,1
603,2266200,2291400,7.0,1,2,3
604,2290500,2292900,0.6666666666666666,3,3,1
605,2292300,2293800,0.4166666666666667,2,2,2
606,2293200,2295300,0.5833333333333334,5,2,2
607,2293500,2295300,0.5,1,1,4
608,2292300,2294100,0.5,6,2,1
609,2291400,2292000,0.16666666666666666,2,2,4
610,2291400,2310300,5.25,7,1,4
611,2294100,2294700,0.16666666666666666,3,3,5
612,2294100,2294700,0.16666666666666666,2,3,3
613,2292600,2292900,0.08333333333333333,8,1,2
614,2292600,2296200,1.0,6,1,4
615,2291100,2358000,18.583333333333332,2,3,1
616,2292300,2296200,1.0833333333333333,7,1,1
617,2288100,2291100,0.8333333333333334,4,1,4
618,2294100,2302500,2.3333333333333335,3,3,1
619,2291400,2293500,0.5833333333333334,8,1,1
620,2289300,2291700,0.6666666666666666,8,3,5
621,2291400,2324100,9.083333333333334,5,1,5
622,2290200,2292000,0.5,2,2,1
623,2290800,2291700,0.25,5,2,1
624,2291100,2291400,0.08333333333333333,5,1,2
625,2291100,2291700,0.16666666666666666,1,3,4
626,2287200,2291100,1.0833333333333333,8,3,2
627,2293200,2294400,0.3333333333333333,4,3,1
628,2289000,2291400,0.6666666666666666,5,3,5
629,2282100,2293500,3.1666666666666665,3,3,5
630,2291700,2351100,16.5,1,2,4
631,2277300,2291400,3.9166666666666665,4,1,4
632,2294100,2295900,0.5,3,3,5
633,2291700,2292000,0.08333333333333333,2,1,1
634,2291400,2292000,0.16666666666666666,3,3,5
635,2240100,2293500,14.833333333333334,5,2,2
636,2292900,2293800,0.25,4,2,4
637,2291100,2293500,0.6666666666666666,2,2,4
638,2291700,2292600,0.25,3,1,5
639,2294100,2296200,0.5833333333333334,7,1,3
